Time,CAV_BAS:DesPer 1:Des Heat Mass Flow [kg/s],CAV_BAS:DesPer 1:Des Heat Cap [W],CAV_BAS:DesPer 1:Des Cool Mass Flow [kg/s],CAV_BAS:DesPer 1:Des Sens Cool Cap [W],CAV_BAS:DesPer 1:Des Tot Cool Cap [W],CAV_BAS:DesPer 2:Des Heat Mass Flow [kg/s],CAV_BAS:DesPer 2:Des Heat Cap [W],CAV_BAS:DesPer 2:Des Cool Mass Flow [kg/s],CAV_BAS:DesPer 2:Des Sens Cool Cap [W],CAV_BAS:DesPer 2:Des Tot Cool Cap [W],VAV_BOT WITH REHEAT:DesPer 1:Des Heat Mass Flow [kg/s],VAV_BOT WITH REHEAT:DesPer 1:Des Heat Cap [W],VAV_BOT WITH REHEAT:DesPer 1:Des Cool Mass Flow [kg/s],VAV_BOT WITH REHEAT:DesPer 1:Des Sens Cool Cap [W],VAV_BOT WITH REHEAT:DesPer 1:Des Tot Cool Cap [W],VAV_BOT WITH REHEAT:DesPer 2:Des Heat Mass Flow [kg/s],VAV_BOT WITH REHEAT:DesPer 2:Des Heat Cap [W],VAV_BOT WITH REHEAT:DesPer 2:Des Cool Mass Flow [kg/s],VAV_BOT WITH REHEAT:DesPer 2:Des Sens Cool Cap [W],VAV_BOT WITH REHEAT:DesPer 2:Des Tot Cool Cap [W],VAV_MID WITH REHEAT:DesPer 1:Des Heat Mass Flow [kg/s],VAV_MID WITH REHEAT:DesPer 1:Des Heat Cap [W],VAV_MID WITH REHEAT:DesPer 1:Des Cool Mass Flow [kg/s],VAV_MID WITH REHEAT:DesPer 1:Des Sens Cool Cap [W],VAV_MID WITH REHEAT:DesPer 1:Des Tot Cool Cap [W],VAV_MID WITH REHEAT:DesPer 2:Des Heat Mass Flow [kg/s],VAV_MID WITH REHEAT:DesPer 2:Des Heat Cap [W],VAV_MID WITH REHEAT:DesPer 2:Des Cool Mass Flow [kg/s],VAV_MID WITH REHEAT:DesPer 2:Des Sens Cool Cap [W],VAV_MID WITH REHEAT:DesPer 2:Des Tot Cool Cap [W],VAV_TOP WITH REHEAT:DesPer 1:Des Heat Mass Flow [kg/s],VAV_TOP WITH REHEAT:DesPer 1:Des Heat Cap [W],VAV_TOP WITH REHEAT:DesPer 1:Des Cool Mass Flow [kg/s],VAV_TOP WITH REHEAT:DesPer 1:Des Sens Cool Cap [W],VAV_TOP WITH REHEAT:DesPer 1:Des Tot Cool Cap [W],VAV_TOP WITH REHEAT:DesPer 2:Des Heat Mass Flow [kg/s],VAV_TOP WITH REHEAT:DesPer 2:Des Heat Cap [W],VAV_TOP WITH REHEAT:DesPer 2:Des Cool Mass Flow [kg/s],VAV_TOP WITH REHEAT:DesPer 2:Des Sens Cool Cap [W],VAV_TOP WITH REHEAT:DesPer 2:Des Tot Cool Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Heat Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Sens Cool Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Tot Cool Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Heat Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Sens Cool Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Tot Cool Cap [W],AIRLOOP DATACENTER BOT:DesPer 1:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER BOT:DesPer 1:Des Heat Cap [W],AIRLOOP DATACENTER BOT:DesPer 1:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER BOT:DesPer 1:Des Sens Cool Cap [W],AIRLOOP DATACENTER BOT:DesPer 1:Des Tot Cool Cap [W],AIRLOOP DATACENTER BOT:DesPer 2:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER BOT:DesPer 2:Des Heat Cap [W],AIRLOOP DATACENTER BOT:DesPer 2:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER BOT:DesPer 2:Des Sens Cool Cap [W],AIRLOOP DATACENTER BOT:DesPer 2:Des Tot Cool Cap [W],AIRLOOP DATACENTER MID:DesPer 1:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER MID:DesPer 1:Des Heat Cap [W],AIRLOOP DATACENTER MID:DesPer 1:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER MID:DesPer 1:Des Sens Cool Cap [W],AIRLOOP DATACENTER MID:DesPer 1:Des Tot Cool Cap [W],AIRLOOP DATACENTER MID:DesPer 2:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER MID:DesPer 2:Des Heat Cap [W],AIRLOOP DATACENTER MID:DesPer 2:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER MID:DesPer 2:Des Sens Cool Cap [W],AIRLOOP DATACENTER MID:DesPer 2:Des Tot Cool Cap [W],AIRLOOP DATACENTER TOP:DesPer 1:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER TOP:DesPer 1:Des Heat Cap [W],AIRLOOP DATACENTER TOP:DesPer 1:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER TOP:DesPer 1:Des Sens Cool Cap [W],AIRLOOP DATACENTER TOP:DesPer 1:Des Tot Cool Cap [W],AIRLOOP DATACENTER TOP:DesPer 2:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER TOP:DesPer 2:Des Heat Cap [W],AIRLOOP DATACENTER TOP:DesPer 2:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER TOP:DesPer 2:Des Sens Cool Cap [W],AIRLOOP DATACENTER TOP:DesPer 2:Des Tot Cool Cap [W]
03:42:00,1.329123E+00,7.519322E+04,1.329123E+00,0.000000E+00,0.000000E+00,1.329123E+00,2.606480E+04,1.775806E+00,1.650206E+04,1.425367E+04,1.686567E+00,4.931756E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,6.556971E+00,7.402782E+04,6.964797E+04,1.686567E+01,4.931756E+05,1.686567E+01,0.000000E+00,0.000000E+00,1.686567E+01,0.000000E+00,4.542152E+01,4.588581E+05,4.111377E+05,1.688617E+00,4.937749E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,3.887732E+00,3.674512E+04,3.188019E+04,3.747560E-01,2.120127E+04,2.162982E+01,2.923300E+05,2.903575E+05,3.747560E-01,7.349159E+03,2.321045E+01,3.287361E+05,3.322862E+05,1.731217E-02,9.794109E+02,4.386810E-01,5.506277E+03,5.311916E+03,1.731217E-02,3.395007E+02,6.355646E-01,8.955518E+03,9.038949E+03,3.942528E-01,1.468263E+04,1.731217E-01,0.000000E+00,0.000000E+00,1.731217E-01,3.395007E+03,5.199095E+00,7.305236E+04,7.367328E+04,5.907221E-02,1.902595E+03,1.731217E-02,0.000000E+00,0.000000E+00,1.731217E-02,3.395007E+02,5.073676E-01,7.126275E+03,7.186053E+03
03:43:00,1.329123E+00,7.519322E+04,1.329123E+00,0.000000E+00,0.000000E+00,1.329123E+00,2.607595E+04,1.775657E+00,1.648883E+04,1.424003E+04,1.686567E+00,4.931756E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,6.555906E+00,7.398936E+04,6.960900E+04,1.686567E+01,4.931756E+05,1.686567E+01,0.000000E+00,0.000000E+00,1.686567E+01,0.000000E+00,4.540893E+01,4.584464E+05,4.107211E+05,1.688617E+00,4.937750E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,3.885264E+00,3.668707E+04,3.182157E+04,3.747560E-01,2.120127E+04,2.162982E+01,2.923299E+05,2.903574E+05,3.747560E-01,7.352303E+03,2.321035E+01,3.287315E+05,3.322816E+05,1.731217E-02,9.794109E+02,4.386794E-01,5.506254E+03,5.311893E+03,1.731217E-02,3.396460E+02,6.355471E-01,8.955123E+03,9.038549E+03,3.942737E-01,1.468309E+04,1.731217E-01,0.000000E+00,0.000000E+00,1.731217E-01,3.396460E+03,5.198860E+00,7.304755E+04,7.366841E+04,5.907230E-02,1.902597E+03,1.731217E-02,0.000000E+00,0.000000E+00,1.731217E-02,3.396460E+02,5.073246E-01,7.125516E+03,7.185284E+03
03:44:00,1.329123E+00,7.519322E+04,1.329123E+00,0.000000E+00,0.000000E+00,1.329123E+00,2.608711E+04,1.775508E+00,1.647560E+04,1.422643E+04,1.686567E+00,4.931756E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,6.554843E+00,7.395092E+04,6.957009E+04,1.686567E+01,4.931756E+05,1.686567E+01,0.000000E+00,0.000000E+00,1.686567E+01,0.000000E+00,4.539636E+01,4.580350E+05,4.103052E+05,1.688617E+00,4.937750E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,3.882801E+00,3.662908E+04,3.176306E+04,3.747560E-01,2.120127E+04,2.162981E+01,2.923298E+05,2.903573E+05,3.747560E-01,7.355448E+03,2.321026E+01,3.287270E+05,3.322770E+05,1.731217E-02,9.794109E+02,4.386778E-01,5.506231E+03,5.311869E+03,1.731217E-02,3.397912E+02,6.355297E-01,8.954728E+03,9.038149E+03,3.942946E-01,1.468355E+04,1.731217E-01,0.000000E+00,0.000000E+00,1.731217E-01,3.397912E+03,5.198625E+00,7.304275E+04,7.366354E+04,5.907239E-02,1.902599E+03,1.731217E-02,0.000000E+00,0.000000E+00,1.731217E-02,3.397912E+02,5.072816E-01,7.124758E+03,7.184516E+03
03:45:00,1.329123E+00,7.519322E+04,1.329123E+00,0.000000E+00,0.000000E+00,1.329123E+00,2.609826E+04,1.775360E+00,1.646237E+04,1.421283E+04,1.686567E+00,4.931756E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,6.553781E+00,7.391251E+04,6.953121E+04,1.686567E+01,4.931756E+05,1.686567E+01,0.000000E+00,0.000000E+00,1.686567E+01,0.000000E+00,4.538380E+01,4.576238E+05,4.098896E+05,1.688617E+00,4.937751E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,3.880343E+00,3.657116E+04,3.170462E+04,3.747560E-01,2.120127E+04,2.162980E+01,2.923297E+05,2.903572E+05,3.747560E-01,7.358592E+03,2.321016E+01,3.287225E+05,3.322724E+05,1.731217E-02,9.794109E+02,4.386762E-01,5.506208E+03,5.311846E+03,1.731217E-02,3.399365E+02,6.355122E-01,8.954334E+03,9.037750E+03,3.943154E-01,1.468401E+04,1.731217E-01,0.000000E+00,0.000000E+00,1.731217E-01,3.399365E+03,5.198391E+00,7.303795E+04,7.365869E+04,5.907249E-02,1.902602E+03,1.731217E-02,0.000000E+00,0.000000E+00,1.731217E-02,3.399365E+02,5.072388E-01,7.124002E+03,7.183751E+03
03:46:00,1.329123E+00,7.519322E+04,1.329123E+00,0.000000E+00,0.000000E+00,1.329123E+00,2.610941E+04,1.775211E+00,1.644914E+04,1.419923E+04,1.686567E+00,4.931756E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,6.552721E+00,7.387411E+04,6.949236E+04,1.686567E+01,4.931756E+05,1.686567E+01,0.000000E+00,0.000000E+00,1.686567E+01,0.000000E+00,4.537127E+01,4.572128E+05,4.094743E+05,1.688618E+00,4.937752E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,3.877890E+00,3.651331E+04,3.164625E+04,3.747560E-01,2.120127E+04,2.162980E+01,2.923296E+05,2.903571E+05,3.747560E-01,7.361737E+03,2.321006E+01,3.287179E+05,3.322678E+05,1.731217E-02,9.794109E+02,4.386746E-01,5.506186E+03,5.311823E+03,1.731217E-02,3.400817E+02,6.354948E-01,8.953941E+03,9.037352E+03,3.943362E-01,1.468447E+04,1.731217E-01,0.000000E+00,0.000000E+00,1.731217E-01,3.400817E+03,5.198158E+00,7.303317E+04,7.365384E+04,5.907258E-02,1.902604E+03,1.731217E-02,0.000000E+00,0.000000E+00,1.731217E-02,3.400817E+02,5.071961E-01,7.123247E+03,7.182986E+03
03:47:00,1.329123E+00,7.519322E+04,1.329123E+00,0.000000E+00,0.000000E+00,1.329123E+00,2.612056E+04,1.775063E+00,1.643592E+04,1.418562E+04,1.686567E+00,4.931756E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,6.551662E+00,7.383573E+04,6.945347E+04,1.686567E+01,4.931756E+05,1.686567E+01,0.000000E+00,0.000000E+00,1.686567E+01,0.000000E+00,4.535875E+01,4.568021E+05,4.090587E+05,1.688618E+00,4.937752E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,3.875441E+00,3.645551E+04,3.158789E+04,3.747560E-01,2.120127E+04,2.162979E+01,2.923295E+05,2.903570E+05,3.747560E-01,7.364881E+03,2.320996E+01,3.287134E+05,3.322632E+05,1.731217E-02,9.794109E+02,4.386730E-01,5.506163E+03,5.311800E+03,1.731217E-02,3.402270E+02,6.354775E-01,8.953548E+03,9.036953E+03,3.943571E-01,1.468493E+04,1.731217E-01,0.000000E+00,0.000000E+00,1.731217E-01,3.402270E+03,5.197925E+00,7.302839E+04,7.364900E+04,5.907267E-02,1.902606E+03,1.731217E-02,0.000000E+00,0.000000E+00,1.731217E-02,3.402270E+02,5.071535E-01,7.122494E+03,7.182223E+03
03:48:00,1.329123E+00,7.519322E+04,1.329123E+00,0.000000E+00,0.000000E+00,1.329123E+00,2.613171E+04,1.774915E+00,1.642270E+04,1.417204E+04,1.686567E+00,4.931756E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,6.550604E+00,7.379737E+04,6.941464E+04,1.686567E+01,4.931756E+05,1.686567E+01,0.000000E+00,0.000000E+00,1.686567E+01,0.000000E+00,4.534624E+01,4.563915E+05,4.086437E+05,1.688618E+00,4.937753E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,3.872995E+00,3.639777E+04,3.152963E+04,3.747560E-01,2.120127E+04,2.162978E+01,2.923294E+05,2.903569E+05,3.747560E-01,7.368025E+03,2.320986E+01,3.287088E+05,3.322586E+05,1.731217E-02,9.794109E+02,4.386714E-01,5.506140E+03,5.311777E+03,1.731217E-02,3.403723E+02,6.354601E-01,8.953155E+03,9.036555E+03,3.943779E-01,1.468539E+04,1.731217E-01,0.000000E+00,0.000000E+00,1.731217E-01,3.403723E+03,5.197692E+00,7.302362E+04,7.364417E+04,5.907277E-02,1.902608E+03,1.731217E-02,0.000000E+00,0.000000E+00,1.731217E-02,3.403723E+02,5.071110E-01,7.121743E+03,7.181462E+03
03:49:00,1.329123E+00,7.519322E+04,1.329123E+00,0.000000E+00,0.000000E+00,1.329123E+00,2.614287E+04,1.774767E+00,1.640948E+04,1.415846E+04,1.686567E+00,4.931756E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,6.549546E+00,7.375902E+04,6.937582E+04,1.686567E+01,4.931756E+05,1.686567E+01,0.000000E+00,0.000000E+00,1.686567E+01,0.000000E+00,4.533375E+01,4.559812E+05,4.082289E+05,1.688618E+00,4.937753E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,3.870554E+00,3.634008E+04,3.147143E+04,3.747560E-01,2.120127E+04,2.162978E+01,2.923293E+05,2.903568E+05,3.747560E-01,7.371170E+03,2.320977E+01,3.287043E+05,3.322540E+05,1.731217E-02,9.794109E+02,4.386698E-01,5.506117E+03,5.311754E+03,1.731217E-02,3.405175E+02,6.354428E-01,8.952762E+03,9.036158E+03,3.943987E-01,1.468585E+04,1.731217E-01,0.000000E+00,0.000000E+00,1.731217E-01,3.405175E+03,5.197460E+00,7.301886E+04,7.363935E+04,5.907286E-02,1.902610E+03,1.731217E-02,0.000000E+00,0.000000E+00,1.731217E-02,3.405175E+02,5.070687E-01,7.120993E+03,7.180703E+03
03:50:00,1.329123E+00,7.519322E+04,1.329123E+00,0.000000E+00,0.000000E+00,1.329123E+00,2.615402E+04,1.774619E+00,1.639626E+04,1.414488E+04,1.686567E+00,4.931756E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,6.548490E+00,7.372068E+04,6.933702E+04,1.686567E+01,4.931756E+05,1.686567E+01,0.000000E+00,0.000000E+00,1.686567E+01,0.000000E+00,4.532127E+01,4.555711E+05,4.078144E+05,1.688618E+00,4.937754E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,3.868117E+00,3.628246E+04,3.141329E+04,3.747560E-01,2.120127E+04,2.162977E+01,2.923292E+05,2.903567E+05,3.747560E-01,7.374314E+03,2.320967E+01,3.286998E+05,3.322494E+05,1.731217E-02,9.794109E+02,4.386682E-01,5.506095E+03,5.311731E+03,1.731217E-02,3.406628E+02,6.354255E-01,8.952370E+03,9.035761E+03,3.944194E-01,1.468631E+04,1.731217E-01,0.000000E+00,0.000000E+00,1.731217E-01,3.406628E+03,5.197229E+00,7.301411E+04,7.363453E+04,5.907295E-02,1.902612E+03,1.731217E-02,0.000000E+00,0.000000E+00,1.731217E-02,3.406628E+02,5.070264E-01,7.120244E+03,7.179944E+03
03:51:00,1.329123E+00,7.519322E+04,1.329123E+00,0.000000E+00,0.000000E+00,1.329123E+00,2.616517E+04,1.774471E+00,1.638304E+04,1.413131E+04,1.686567E+00,4.931756E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,6.547435E+00,7.368235E+04,6.929823E+04,1.686567E+01,4.931756E+05,1.686567E+01,0.000000E+00,0.000000E+00,1.686567E+01,0.000000E+00,4.530882E+01,4.551612E+05,4.074002E+05,1.688619E+00,4.937755E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,3.865685E+00,3.622491E+04,3.135523E+04,3.747560E-01,2.120127E+04,2.162976E+01,2.923291E+05,2.903566E+05,3.747560E-01,7.377459E+03,2.320957E+01,3.286952E+05,3.322448E+05,1.731217E-02,9.794109E+02,4.386667E-01,5.506072E+03,5.311708E+03,1.731217E-02,3.408080E+02,6.354082E-01,8.951978E+03,9.035364E+03,3.944402E-01,1.468677E+04,1.731217E-01,0.000000E+00,0.000000E+00,1.731217E-01,3.408080E+03,5.196998E+00,7.300936E+04,7.362973E+04,5.907304E-02,1.902614E+03,1.731217E-02,0.000000E+00,0.000000E+00,1.731217E-02,3.408080E+02,5.069842E-01,7.119497E+03,7.179188E+03
03:52:00,1.329123E+00,7.519322E+04,1.329123E+00,0.000000E+00,0.000000E+00,1.329123E+00,2.617632E+04,1.774323E+00,1.636983E+04,1.411773E+04,1.686567E+00,4.931756E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,6.546380E+00,7.364403E+04,6.925941E+04,1.686567E+01,4.931756E+05,1.686567E+01,0.000000E+00,0.000000E+00,1.686567E+01,0.000000E+00,4.529638E+01,4.547516E+05,4.069858E+05,1.688619E+00,4.937755E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,3.863258E+00,3.616742E+04,3.129718E+04,3.747560E-01,2.120127E+04,2.162976E+01,2.923290E+05,2.903565E+05,3.747560E-01,7.380603E+03,2.320947E+01,3.286907E+05,3.322402E+05,1.731217E-02,9.794109E+02,4.386651E-01,5.506049E+03,5.311685E+03,1.731217E-02,3.409533E+02,6.353909E-01,8.951587E+03,9.034967E+03,3.944609E-01,1.468723E+04,1.731217E-01,0.000000E+00,0.000000E+00,1.731217E-01,3.409533E+03,5.196768E+00,7.300462E+04,7.362492E+04,5.907314E-02,1.902616E+03,1.731217E-02,0.000000E+00,0.000000E+00,1.731217E-02,3.409533E+02,5.069421E-01,7.118752E+03,7.178432E+03
03:53:00,1.329123E+00,7.519322E+04,1.329123E+00,0.000000E+00,0.000000E+00,1.329123E+00,2.618747E+04,1.774176E+00,1.635662E+04,1.410417E+04,1.686567E+00,4.931756E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,6.545325E+00,7.360572E+04,6.922063E+04,1.686567E+01,4.931756E+05,1.686567E+01,0.000000E+00,0.000000E+00,1.686567E+01,0.000000E+00,4.528395E+01,4.543422E+05,4.065720E+05,1.688619E+00,4.937756E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,3.860834E+00,3.610998E+04,3.123923E+04,3.747560E-01,2.120127E+04,2.162975E+01,2.923289E+05,2.903564E+05,3.747560E-01,7.383747E+03,2.320938E+01,3.286862E+05,3.322356E+05,1.731217E-02,9.794109E+02,4.386635E-01,5.506026E+03,5.311662E+03,1.731217E-02,3.410985E+02,6.353737E-01,8.951196E+03,9.034571E+03,3.944816E-01,1.468769E+04,1.731217E-01,0.000000E+00,0.000000E+00,1.731217E-01,3.410985E+03,5.196538E+00,7.299989E+04,7.362013E+04,5.907323E-02,1.902618E+03,1.731217E-02,0.000000E+00,0.000000E+00,1.731217E-02,3.410985E+02,5.069002E-01,7.118008E+03,7.177679E+03
03:54:00,1.329123E+00,7.519322E+04,1.329123E+00,0.000000E+00,0.000000E+00,1.329123E+00,2.619863E+04,1.774028E+00,1.634341E+04,1.409061E+04,1.686567E+00,4.931756E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,6.544272E+00,7.356741E+04,6.918186E+04,1.686567E+01,4.931756E+05,1.686567E+01,0.000000E+00,0.000000E+00,1.686567E+01,0.000000E+00,4.527154E+01,4.539330E+05,4.061584E+05,1.688619E+00,4.937756E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,3.858414E+00,3.605260E+04,3.118134E+04,3.747560E-01,2.120127E+04,2.162974E+01,2.923288E+05,2.903563E+05,3.747560E-01,7.386892E+03,2.320928E+01,3.286817E+05,3.322311E+05,1.731217E-02,9.794109E+02,4.386619E-01,5.506004E+03,5.311639E+03,1.731217E-02,3.412438E+02,6.353565E-01,8.950805E+03,9.034175E+03,3.945023E-01,1.468815E+04,1.731217E-01,0.000000E+00,0.000000E+00,1.731217E-01,3.412438E+03,5.196309E+00,7.299517E+04,7.361535E+04,5.907332E-02,1.902620E+03,1.731217E-02,0.000000E+00,0.000000E+00,1.731217E-02,3.412438E+02,5.068583E-01,7.117265E+03,7.176927E+03
03:55:00,1.329123E+00,7.519322E+04,1.329123E+00,0.000000E+00,0.000000E+00,1.329123E+00,2.620978E+04,1.773881E+00,1.633020E+04,1.407706E+04,1.686567E+00,4.931756E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,6.543219E+00,7.352912E+04,6.914311E+04,1.686567E+01,4.931756E+05,1.686567E+01,0.000000E+00,0.000000E+00,1.686567E+01,0.000000E+00,4.525914E+01,4.535240E+05,4.057450E+05,1.688619E+00,4.937757E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,3.855998E+00,3.599526E+04,3.112349E+04,3.747560E-01,2.120127E+04,2.162974E+01,2.923287E+05,2.903562E+05,3.747560E-01,7.390036E+03,2.320919E+01,3.286771E+05,3.322265E+05,1.731217E-02,9.794109E+02,4.386603E-01,5.505981E+03,5.311616E+03,1.731217E-02,3.413891E+02,6.353393E-01,8.950414E+03,9.033780E+03,3.945230E-01,1.468860E+04,1.731217E-01,0.000000E+00,0.000000E+00,1.731217E-01,3.413891E+03,5.196080E+00,7.299045E+04,7.361057E+04,5.907341E-02,1.902622E+03,1.731217E-02,0.000000E+00,0.000000E+00,1.731217E-02,3.413891E+02,5.068166E-01,7.116524E+03,7.176176E+03
03:56:00,1.329123E+00,7.519322E+04,1.329123E+00,0.000000E+00,0.000000E+00,1.329123E+00,2.622093E+04,1.773734E+00,1.631699E+04,1.406350E+04,1.686567E+00,4.931756E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,6.542167E+00,7.349084E+04,6.910432E+04,1.686567E+01,4.931756E+05,1.686567E+01,0.000000E+00,0.000000E+00,1.686567E+01,0.000000E+00,4.524676E+01,4.531152E+05,4.053314E+05,1.688620E+00,4.937757E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,3.853587E+00,3.593800E+04,3.106567E+04,3.747560E-01,2.120127E+04,2.162973E+01,2.923286E+05,2.903561E+05,3.747560E-01,7.393181E+03,2.320909E+01,3.286726E+05,3.322219E+05,1.731217E-02,9.794109E+02,4.386587E-01,5.505959E+03,5.311593E+03,1.731217E-02,3.415343E+02,6.353222E-01,8.950024E+03,9.033385E+03,3.945437E-01,1.468906E+04,1.731217E-01,0.000000E+00,0.000000E+00,1.731217E-01,3.415343E+03,5.195852E+00,7.298574E+04,7.360580E+04,5.907350E-02,1.902624E+03,1.731217E-02,0.000000E+00,0.000000E+00,1.731217E-02,3.415343E+02,5.067749E-01,7.115784E+03,7.175427E+03
03:57:00,1.329123E+00,7.519322E+04,1.329123E+00,0.000000E+00,0.000000E+00,1.329123E+00,2.623208E+04,1.773587E+00,1.630379E+04,1.404996E+04,1.686567E+00,4.931756E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,6.541116E+00,7.345258E+04,6.906560E+04,1.686567E+01,4.931756E+05,1.686567E+01,0.000000E+00,0.000000E+00,1.686567E+01,0.000000E+00,4.523439E+01,4.527066E+05,4.049185E+05,1.688620E+00,4.937758E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,3.851180E+00,3.588080E+04,3.100797E+04,3.747560E-01,2.120127E+04,2.162972E+01,2.923286E+05,2.903560E+05,3.747560E-01,7.396325E+03,2.320899E+01,3.286681E+05,3.322173E+05,1.731217E-02,9.794109E+02,4.386571E-01,5.505936E+03,5.311570E+03,1.731217E-02,3.416796E+02,6.353050E-01,8.949635E+03,9.032990E+03,3.945643E-01,1.468952E+04,1.731217E-01,0.000000E+00,0.000000E+00,1.731217E-01,3.416796E+03,5.195624E+00,7.298104E+04,7.360104E+04,5.907359E-02,1.902626E+03,1.731217E-02,0.000000E+00,0.000000E+00,1.731217E-02,3.416796E+02,5.067333E-01,7.115046E+03,7.174679E+03
03:58:00,1.329123E+00,7.519322E+04,1.329123E+00,0.000000E+00,0.000000E+00,1.329123E+00,2.624323E+04,1.773441E+00,1.629058E+04,1.403642E+04,1.686567E+00,4.931756E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,6.540066E+00,7.341433E+04,6.902689E+04,1.686567E+01,4.931756E+05,1.686567E+01,0.000000E+00,0.000000E+00,1.686567E+01,0.000000E+00,4.522205E+01,4.522983E+05,4.045059E+05,1.688620E+00,4.937759E+04,1.686567E+00,0.000000E+00,0.000000E+00,1.686567E+00,0.000000E+00,3.848778E+00,3.582366E+04,3.095032E+04,3.747560E-01,2.120127E+04,2.162971E+01,2.923285E+05,2.903559E+05,3.747560E-01,7.399470E+03,2.320890E+01,3.286636E+05,3.322128E+05,1.731217E-02,9.794109E+02,4.386556E-01,5.505913E+03,5.311547E+03,1.731217E-02,3.418248E+02,6.352879E-01,8.949245E+03,9.032596E+03,3.945850E-01,1.468997E+04,1.731217E-01,0.000000E+00,0.000000E+00,1.731217E-01,3.418248E+03,5.195397E+00,7.297635E+04,7.359629E+04,5.907368E-02,1.902628E+03,1.731217E-02,0.000000E+00,0.000000E+00,1.731217E-02,3.418248E+02,5.066919E-01,7.114309E+03,7.173933E+03
